
HOCH2OCO                      2   395.000     4.037     1.300     0.000     1.000 !
CH3OCH2O                      2   395.000     4.037     1.300     0.000     1.000 !
CH3OCHO                       2   395.000     4.037     1.300     0.000     1.000 !
CH3OCO                        2   395.000     4.037     1.300     0.000     1.000 !
CH2OCHO                       2   395.000     4.037     1.300     0.000     1.000 !
CH3COCH                       2   435.500     4.860     0.000     0.000     1.000 !
CH2COCH2                      2   435.500     4.860     0.000     0.000     1.000 !
HCOCHO                        2   279.626     4.880     0.000     0.000     0.000
CH3COCHO                      2   341.165     5.530     0.000     0.000     0.000
CH3CCHO                       2   313.367     5.350     0.000     0.000     0.000
C3H8                          2   303.400     4.810     0.000     0.000     1.000 !
CH2CHOCHO                     2   322.943     5.250     0.000     0.000     0.000
CH2CHCH2OO                    2   462.5       5       0       0       1
OCHCH2CH2O                    2   462.5       5       0       0       1
IC3H7                         2   303.400     4.810     0.000     0.000     1.000 !
NC3H7                         2   303.400     4.810     0.000     0.000     1.000 !
NC3H7O2H                      2   481.500     4.997     1.700     0.000     1.000 !
NC3H7O2                       2   481.500     4.997     1.700     0.000     1.000 !
IC3H7O2H                      2   459.500     5.036     1.700     0.000     1.000 !
IC3H7O2                       2   459.500     5.036     1.700     0.000     1.000 !
NC3H7O                        2   481.500     4.997     1.700     0.000     1.000 !
IC3H7O                        2   459.500     5.036     1.700     0.000     1.000 !
C3H6OOH1-2                    2   435.200     4.662     2.700     0.000     1.000 !
C3H6OOH1-3                    2   435.200     4.662     2.700     0.000     1.000 !
C3H6OOH2-1                    2   435.200     4.662     2.700     0.000     1.000 !
C3H6OOH1-2O2                  2   435.200     4.662     2.700     0.000     1.000 !
C3H6OOH1-3O2                  2   435.200     4.662     2.700     0.000     1.000 !
C3H6OOH2-1O2                  2   435.200     4.662     2.700     0.000     1.000 !
C3H5-1E-2OOH                  2   481.500    4.997      1.700     0.000     1.000 !
C3KET12                       2   464.200     5.009     2.600     0.000     1.000 !
C3KET13                       2   464.200     5.009     2.600     0.000     1.000 !
C3H5-SOOH                     2   481.500     4.997     1.700     0.000     1.000 !
C3H51-2,3OOH                  2   549.655     5.716     0.000     0.000     0.000 !
C3H52-1,3OOH                  2   549.655     5.716     0.000     0.000     0.000 !
C3H5O1-2OOH-3                 2   464.200     5.009     2.600     0.000     1.000 !C3KET12
C3H5O1-3OOH-2                 2   464.200     5.009     2.600     0.000     1.000 !C3KET12
C3H6O1-2                      2   403.600     4.968     2.000     0.000     1.000 !
C3H6O1-3                      2   403.600     4.968     2.000     0.000     1.000 !
C3H6                          2   307.800     4.140     0.000     0.000     1.000 !
SC3H5OO                       2   481.500     4.997     1.700     0.000     1.000 ! AC3H5OOH
TC3H5OO                       2   481.500     4.997     1.700     0.000     1.000 ! AC3H5OOH
C3H5-A                        2   316.000     4.220     0.000     0.000     1.000 !
C3H5-S                        2   316.000     4.220     0.000     0.000     1.000 !
C3H5-T                        2   316.000     4.220     0.000     0.000     1.000 !
CC3H6                         2   307.800     4.140     0.000     0.000     1.000 !C3H6
C3H5O                         2   411.000     4.820     0.000     0.000     1.000 !
CH2CHOCH2                     2   411.000     4.820     0.000     0.000     1.000 !C3H5O
CH3CHCHO                      2   387.860     4.687     0.000     0.000     0.000 !
CH3CHCO                       2   443.200     4.120     0.000     0.000     1.000 !
AC3H5OOH                      2   481.500     4.997     1.700     0.000     1.000 !
SC3H5OH                       2   304.276     5.450     0.000     0.000     1.000 !
IC3H5OH                       2   459.500     5.036     1.700     0.000     1.000 !
C3H5OH                        2   481.500     4.997     1.700     0.000     1.000 !
CH2CCH2OH                     2   481.500     4.997     1.700     0.000     1.000 !
C3H4-P                        1   324.800     4.290     0.000     0.000     1.000 !
C3H4-A                        1   324.800     4.290     0.000     0.000     1.000 !
C3H3                          1   324.800     4.290     0.000     0.000     1.000 !
CC3H4                         1   252.000     4.760     0.000     0.000     1.000 !
C3H2                          2   209.000     4.100     0.000     0.000     1.000 !
H2CCC(S)                      2   265.300     3.721     0.000     0.000     1.000 !
C3H2(S)                       2   209.000     4.100     0.000     0.000     1.000 !
C3H2C                         1   290.616     4.368     0.000     0.000     1.000 !
C2H4OCHO                      2   464.200    5.009      2.600      0.000      1.000      !C3KET12! 
PC3H4OH-1                     2   300.783     5.377     0.000     0.000     1.000 !
PC3H4OH-2                     2   300.783     5.377     0.000     0.000     1.000 !
PC3H4OH-3                     2   300.783     5.377     0.000     0.000     1.000 !
CVCCVCCJ                      2   408.000    5.200      0.000      0.000      1.000      !! 
SC3H4OH                       2   298.893     5.345     0.000     0.000     1.000 !
C3H3O                         2   301.263     5.055     0.000     0.000     1.000 !
C3H3O2H                       2   301.658     5.310     0.000     0.000     1.000 !
C2HCHO                        2   343.033     4.884     0.000     0.000     1.000 !
C2H5CHO                       2   435.200     4.662     2.700     0.000     1.000 !
C2H5CO                        2   424.600     4.820     0.000     0.000     1.000 !
CH2CH2CHO                     2   424.600     4.820     0.000     0.000     1.000 !
C2H3CHO                       2   428.800     4.958     2.900     0.000     1.000 !
C2H3CO                        2   443.200     4.120     0.000     0.000     1.000 !
CH3COCH3                      2   435.500     4.860     0.000     0.000     1.000 !
CH3COCH2                      2   435.500     4.860     0.000     0.000     1.000 !
CH3COCH2O2                    2   502.115     5.429     0.000     0.000     0.000 !
CH3COCH2O                     2   447.639     5.086     0.000     0.000     0.000 !
C3KET21                       2   464.200     5.009     2.600     0.000     1.000 !
C6H6                          2   468.500     5.230     0.000    10.300     1.000 !
FULVENE                       2   468.500     5.230     0.000     0.000     1.000 !
C6H5                          2   412.300     5.349     0.000     0.000     1.000 !
C6H5OH                        2   450.000     5.500     0.000     0.000     1.000 !
C6H5O                         2   450.000     5.500     0.000     0.000     1.000 !
C5H5                          1   408.000     5.200     0.000     0.000     1.000 !
C5H4OH                        2   450.000     5.500     0.000     0.000     1.000 !
C5H4O                         2   450.000     5.500     0.000     0.000     1.000 !
NC7H16             2   459.6       6.253     0.0       0.0       1.0 !   TCPC
C7H15              2   459.6       6.253     0.0       0.0       1.0 !   WJP
C7H14              2   457.8       6.173     0.3       0.0       1.0 !   WJP, 1c7h14, TCPC
C7H15O2            2   561.0       6.317     1.7       0.0       1.0 !   WJP
C7H14OOH           2   561.0       6.317     1.7       0.0       1.0 !   WJP
O2C7H14OOH         2   600.6       7.229     1.8       0.0       1.0 !   NC10H22O WJP
C7KET              2   581.3       6.506     2.0       0.0       1.0 !   1C8H17OH WJP
C5H11CO            2   498.6       6.009     2.0       0.0       1.0 !   C2H5COC3H7-N WJP
IC8H18             2   458.5       6.414     0.0       0.0       1.0 !   WJP
C8H17              2   458.5       6.414     0.0       0.0       1.0 !   WJP
C8H16              2   485.6       6.440     0.3       0.0       1.0 !   WJP
C8H17O2            2   581.3       6.506     2.0       0.0       1.0 !   WJP, C8H17OH-1
C8H16OOH           2   581.3       6.506     2.0       0.0       1.0 !   WJP, C8H17OH-1
O2C8H16OOH         2   581.3       6.506     2.0       0.0       1.0 !   WJP, C8H17OH-1
C8KET              2   581.3       6.506     2.0       0.0       1.0 !   WJP, C8H17OH-1
C6H13CO            2   581.3       6.506     2.0       0.0       1.0 !   WJP, C8H17OH-1
C6H13              2   489.224     5.349     0.000     0.000     0.000    !FLAMEMASTER
N                  0   71.400      3.298     0.000     0.000     0.000 ! *
N2O                1   232.400     3.828     0.000     0.000     1.000 ! *
NO                 1    97.530     3.621     0.000     1.760     4.000
NO2                2   200.000     3.500     0.000     0.000     1.000 ! *
IC6H14                2   422.5   5.870   0.0 0.0 1.0 !   wjp
C6H13O2             2   588.653     5.943     0.000     0.000     0.000    !flamemaster
C6H12OOH           2   588.653     5.943     0.000     0.000     0.000    !flamemaster
O2C6H12OOH         2   677.149     6.436     0.000     0.000     0.000    !flamemaster
C6KET            2   541.5   5.674   1.8     0       1
C4H9CO               2   476.0   5.778   2.6 0.0 1.0 !   wjp, nc4h9cho
C6H12               2   485.857     5.328     0.000     0.000     0.000    !flamemaster
C6H5CH3            2   495.300     5.680     0.430     12.30     1.000 ! nmm
C6H5CHO            2   622.400     5.530     0.000     0.000     1.000 ! nmm
C4H5             1   357.000     4.720     0.000     0.000     1.000 ! nmm
C6H5CH2J           2   495.300     5.680     0.000     0.000     1.000 ! nmm
C6H5CO             2   622.400     5.530     2.000     12.30     1.000 ! 11
C6H12-1               2   485.857     5.328     0.000     0.000     0.000    !flamemaster
C6H11               2   485.857     5.328     0.000     0.000     0.000    !flamemaster
C6KET1            2   541.5   5.674   1.8     0       1
C6H10             2   337.788     5.608     0.000     0.000     1.000
C6H11O2           2   467.000     6.548     1.800     0.000     1.000           
C6H10OOH          2   467.000     6.548     1.800     0.000     1.000
O2C6H10OOH       2   600.600     7.229     1.800     0.000     1.000
C4H7CO           2   482.331     5.306     0.000     0.000     0.000
